image_path,question,GT,Pred,sub_tag,sub_sub_tag
165_23650_arrow_lt.jpg,Which anatomical structure lies immediately right of the structure that the grasper indicated by the red arrow is acting on?,calot_triangle,cystic_artery,Arrow_Cue,anatomy_hop
165_24400_arrow_lt.jpg,"Which tool, operated by the operator’s left hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
165_24400_arrow_lt.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
165_24400_arrow_lt.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
165_24400_arrow_lt.jpg,Which anatomical structure lies immediately right of the structure that the grasper indicated by the red arrow is acting on?,cystic_duct,cystic_artery,Arrow_Cue,anatomy_hop
165_24400_arrow_lt.jpg,Which anatomical structure lies immediately right of the structure that the grasper indicated by the red arrow is acting on?,calot_triangle,cystic_artery,Arrow_Cue,anatomy_hop
165_24400_arrow_rt.jpg,"Which tool, operated by the operator’s right hand, is indicated by the red arrow?",clipper,clipper,Arrow_Cue,Instrument
165_24400_arrow_rt.jpg,What action is the clipper indicated by the red arrow performing?,clip,clip,Arrow_Cue,Action
165_24400_arrow_rt.jpg,Which anatomical structure is the clipper indicated by the red arrow interacting with?,cystic_duct,cystic_artery,Arrow_Cue,Target
165_24400_arrow_rt.jpg,Which anatomical structure lies immediately left of the structure that the clipper indicated by the red arrow is acting on?,gallbladder,gallbladder,Arrow_Cue,anatomy_hop
165_24400_arrow_rt.jpg,Which anatomical structure lies immediately right of the structure that the clipper indicated by the red arrow is acting on?,calot_triangle,cystic_artery,Arrow_Cue,anatomy_hop
166_12950_arrow_assi.jpg,"Which tool, operated by the assistant’s hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
166_12950_arrow_assi.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
166_12950_arrow_assi.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
166_12950_arrow_assi.jpg,Which anatomical structure lies immediately below of the structure that the grasper indicated by the red arrow is acting on?,cystic_duct,cystic_duct,Arrow_Cue,anatomy_hop
166_12950_arrow_lt.jpg,"Which tool, operated by the operator’s left hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
166_12950_arrow_lt.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
166_12950_arrow_lt.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
166_12950_arrow_lt.jpg,Which anatomical structure lies immediately below of the structure that the grasper indicated by the red arrow is acting on?,cystic_duct,cystic_duct,Arrow_Cue,anatomy_hop
166_12950_arrow_rt.jpg,"Which tool, operated by the operator’s right hand, is indicated by the red arrow?",hook,hook,Arrow_Cue,Instrument
166_12950_arrow_rt.jpg,What action is the hook indicated by the red arrow performing?,dissect,dissect,Arrow_Cue,Action
166_12950_arrow_rt.jpg,Which anatomical structure is the hook indicated by the red arrow interacting with?,cystic_plate,cystic_artery,Arrow_Cue,Target
166_13700_arrow_assi.jpg,"Which tool, operated by the assistant’s hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
166_13700_arrow_assi.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
166_13700_arrow_assi.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
166_13700_arrow_assi.jpg,Which anatomical structure lies immediately below of the structure that the grasper indicated by the red arrow is acting on?,cystic_duct,cystic_duct,Arrow_Cue,anatomy_hop
166_13700_arrow_lt.jpg,"Which tool, operated by the operator’s left hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
166_13700_arrow_lt.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
166_13700_arrow_lt.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
166_13700_arrow_lt.jpg,Which anatomical structure lies immediately below of the structure that the grasper indicated by the red arrow is acting on?,cystic_duct,cystic_duct,Arrow_Cue,anatomy_hop
166_13700_arrow_rt.jpg,"Which tool, operated by the operator’s right hand, is indicated by the red arrow?",hook,hook,Arrow_Cue,Instrument
166_13700_arrow_rt.jpg,What action is the hook indicated by the red arrow performing?,dissect,dissect,Arrow_Cue,Action
166_13700_arrow_rt.jpg,Which anatomical structure is the hook indicated by the red arrow interacting with?,cystic_duct,cystic_artery,Arrow_Cue,Target
166_13700_arrow_rt.jpg,Which anatomical structure lies immediately above of the structure that the hook indicated by the red arrow is acting on?,cystic_artery,cystic_artery,Arrow_Cue,anatomy_hop
166_13700_arrow_rt.jpg,Which anatomical structure lies immediately above of the structure that the hook indicated by the red arrow is acting on?,gallbladder,cystic_artery,Arrow_Cue,anatomy_hop
166_14450_arrow_lt.jpg,"Which tool, operated by the operator’s left hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
166_14450_arrow_lt.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
166_14450_arrow_lt.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
166_14450_arrow_lt.jpg,Which anatomical structure lies immediately below of the structure that the grasper indicated by the red arrow is acting on?,cystic_duct,cystic_duct,Arrow_Cue,anatomy_hop
166_14450_arrow_rt.jpg,"Which tool, operated by the operator’s right hand, is indicated by the red arrow?",clipper,clipper,Arrow_Cue,Instrument
166_14450_arrow_rt.jpg,What action is the clipper indicated by the red arrow performing?,clip,clip,Arrow_Cue,Action
166_14450_arrow_rt.jpg,Which anatomical structure is the clipper indicated by the red arrow interacting with?,cystic_duct,cystic_artery,Arrow_Cue,Target
166_14450_arrow_rt.jpg,Which anatomical structure lies immediately above of the structure that the clipper indicated by the red arrow is acting on?,cystic_artery,gallbladder,Arrow_Cue,anatomy_hop
166_14450_arrow_rt.jpg,Which anatomical structure lies immediately above of the structure that the clipper indicated by the red arrow is acting on?,gallbladder,gallbladder,Arrow_Cue,anatomy_hop
166_14450_arrow_assi.jpg,"Which tool, operated by the assistant’s hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
166_14450_arrow_assi.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
166_14450_arrow_assi.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
166_14450_arrow_assi.jpg,Which anatomical structure lies immediately below of the structure that the grasper indicated by the red arrow is acting on?,cystic_duct,cystic_duct,Arrow_Cue,anatomy_hop
167_14950_arrow_lt.jpg,"Which tool, operated by the operator’s left hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
167_14950_arrow_lt.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
167_14950_arrow_lt.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
167_14950_arrow_lt.jpg,Which anatomical structure lies immediately below of the structure that the grasper indicated by the red arrow is acting on?,cystic_artery,cystic_duct,Arrow_Cue,anatomy_hop
167_15700_arrow_rt.jpg,"Which tool, operated by the operator’s right hand, is indicated by the red arrow?",hook,hook,Arrow_Cue,Instrument
167_15700_arrow_rt.jpg,What action is the hook indicated by the red arrow performing?,dissect,dissect,Arrow_Cue,Action
167_15700_arrow_rt.jpg,Which anatomical structure is the hook indicated by the red arrow interacting with?,cystic_artery,cystic_artery,Arrow_Cue,Target
167_15700_arrow_rt.jpg,Which anatomical structure lies immediately right of the structure that the hook indicated by the red arrow is acting on?,calot_triangle,cystic_artery,Arrow_Cue,anatomy_hop
167_15700_arrow_lt.jpg,"Which tool, operated by the operator’s left hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
167_15700_arrow_lt.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
167_15700_arrow_lt.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
167_16450_arrow_rt.jpg,"Which tool, operated by the operator’s right hand, is indicated by the red arrow?",bipolar,bipolar,Arrow_Cue,Instrument
167_16450_arrow_rt.jpg,What action is the bipolar indicated by the red arrow performing?,dissect,coagulate,Arrow_Cue,Action
167_16450_arrow_rt.jpg,Which anatomical structure is the bipolar indicated by the red arrow interacting with?,gallbladder,cystic_artery,Arrow_Cue,Target
167_16450_arrow_lt.jpg,"Which tool, operated by the operator’s left hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
167_16450_arrow_lt.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
167_16450_arrow_lt.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
167_17200_arrow_lt.jpg,"Which tool, operated by the operator’s left hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
167_17200_arrow_lt.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
167_17200_arrow_lt.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
167_17200_arrow_lt.jpg,Which anatomical structure lies immediately below of the structure that the grasper indicated by the red arrow is acting on?,cystic_artery,cystic_duct,Arrow_Cue,anatomy_hop
167_17200_arrow_lt.jpg,Which anatomical structure lies immediately below of the structure that the grasper indicated by the red arrow is acting on?,cystic_duct,cystic_duct,Arrow_Cue,anatomy_hop
167_17950_arrow_lt.jpg,"Which tool, operated by the operator’s left hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
167_17950_arrow_lt.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
167_17950_arrow_lt.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
167_17950_arrow_lt.jpg,Which anatomical structure lies immediately below of the structure that the grasper indicated by the red arrow is acting on?,cystic_artery,cystic_duct,Arrow_Cue,anatomy_hop
167_17950_arrow_rt.jpg,"Which tool, operated by the operator’s right hand, is indicated by the red arrow?",scissors,clipper,Arrow_Cue,Instrument
167_17950_arrow_rt.jpg,What action is the scissors indicated by the red arrow performing?,dissect,clip,Arrow_Cue,Action
167_17950_arrow_rt.jpg,Which anatomical structure is the scissors indicated by the red arrow interacting with?,cystic_artery,cystic_duct,Arrow_Cue,Target
167_17950_arrow_rt.jpg,Which anatomical structure lies immediately above of the structure that the scissors indicated by the red arrow is acting on?,cystic_duct,gallbladder,Arrow_Cue,anatomy_hop
167_17950_arrow_rt.jpg,Which anatomical structure lies immediately above of the structure that the scissors indicated by the red arrow is acting on?,gallbladder,gallbladder,Arrow_Cue,anatomy_hop
167_20200_arrow_rt.jpg,"Which tool, operated by the operator’s right hand, is indicated by the red arrow?",clipper,clipper,Arrow_Cue,Instrument
167_20200_arrow_rt.jpg,What action is the clipper indicated by the red arrow performing?,clip,clip,Arrow_Cue,Action
167_20200_arrow_rt.jpg,Which anatomical structure is the clipper indicated by the red arrow interacting with?,cystic_artery,cystic_artery,Arrow_Cue,Target
167_20200_arrow_rt.jpg,Which anatomical structure lies immediately right of the structure that the clipper indicated by the red arrow is acting on?,cystic_duct,cystic_plate,Arrow_Cue,anatomy_hop
167_20200_arrow_rt.jpg,Which anatomical structure lies immediately above of the structure that the clipper indicated by the red arrow is acting on?,gallbladder,gallbladder,Arrow_Cue,anatomy_hop
167_20200_arrow_lt.jpg,"Which tool, operated by the operator’s left hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
167_20200_arrow_lt.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
167_20200_arrow_lt.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
167_20200_arrow_lt.jpg,Which anatomical structure lies immediately below of the structure that the grasper indicated by the red arrow is acting on?,cystic_artery,cystic_duct,Arrow_Cue,anatomy_hop
168_21925_arrow_lt.jpg,"Which tool, operated by the operator’s left hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
168_21925_arrow_lt.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
168_21925_arrow_lt.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
168_22675_arrow_assi.jpg,"Which tool, operated by the assistant’s hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
168_22675_arrow_assi.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
168_22675_arrow_assi.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
168_23425_arrow_lt.jpg,"Which tool, operated by the operator’s left hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
168_23425_arrow_lt.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
168_23425_arrow_lt.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
168_24175_arrow_lt.jpg,"Which tool, operated by the operator’s left hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
168_24175_arrow_lt.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
168_24175_arrow_lt.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
168_24175_arrow_rt.jpg,"Which tool, operated by the operator’s right hand, is indicated by the red arrow?",hook,hook,Arrow_Cue,Instrument
168_24175_arrow_rt.jpg,What action is the hook indicated by the red arrow performing?,dissect,dissect,Arrow_Cue,Action
168_24175_arrow_rt.jpg,Which anatomical structure is the hook indicated by the red arrow interacting with?,cystic_artery,cystic_duct,Arrow_Cue,Target
168_24175_arrow_rt.jpg,Which anatomical structure lies immediately below of the structure that the hook indicated by the red arrow is acting on?,calot_triangle,cystic_duct,Arrow_Cue,anatomy_hop
168_24175_arrow_rt.jpg,Which anatomical structure lies immediately below of the structure that the hook indicated by the red arrow is acting on?,cystic_duct,cystic_duct,Arrow_Cue,anatomy_hop
168_24925_arrow_lt.jpg,"Which tool, operated by the operator’s left hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
168_24925_arrow_lt.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
168_24925_arrow_lt.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
168_24925_arrow_rt.jpg,"Which tool, operated by the operator’s right hand, is indicated by the red arrow?",hook,hook,Arrow_Cue,Instrument
168_24925_arrow_rt.jpg,What action is the hook indicated by the red arrow performing?,dissect,dissect,Arrow_Cue,Action
168_24925_arrow_rt.jpg,Which anatomical structure is the hook indicated by the red arrow interacting with?,cystic_artery,cystic_duct,Arrow_Cue,Target
168_24925_arrow_rt.jpg,Which anatomical structure lies immediately above of the structure that the hook indicated by the red arrow is acting on?,cystic_plate,calot_triangle,Arrow_Cue,anatomy_hop
168_24925_arrow_rt.jpg,Which anatomical structure lies immediately left of the structure that the hook indicated by the red arrow is acting on?,cystic_duct,calot_triangle,Arrow_Cue,anatomy_hop
168_26425_arrow_lt.jpg,"Which tool, operated by the operator’s left hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
168_26425_arrow_lt.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
168_26425_arrow_lt.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
168_26425_arrow_lt.jpg,Which anatomical structure lies immediately right of the structure that the grasper indicated by the red arrow is acting on?,cystic_plate,cystic_duct,Arrow_Cue,anatomy_hop
168_26425_arrow_rt.jpg,"Which tool, operated by the operator’s right hand, is indicated by the red arrow?",hook,hook,Arrow_Cue,Instrument
168_26425_arrow_rt.jpg,What action is the hook indicated by the red arrow performing?,dissect,dissect,Arrow_Cue,Action
168_26425_arrow_rt.jpg,Which anatomical structure is the hook indicated by the red arrow interacting with?,cystic_duct,cystic_duct,Arrow_Cue,Target
168_26425_arrow_rt.jpg,Which anatomical structure lies immediately left of the structure that the hook indicated by the red arrow is acting on?,cystic_artery,cystic_plate,Arrow_Cue,anatomy_hop
168_26425_arrow_rt.jpg,Which anatomical structure lies immediately left of the structure that the hook indicated by the red arrow is acting on?,cystic_plate,cystic_plate,Arrow_Cue,anatomy_hop
168_27175_arrow_lt.jpg,"Which tool, operated by the operator’s left hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
168_27175_arrow_lt.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
168_27175_arrow_lt.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
168_27925_arrow_lt.jpg,"Which tool, operated by the operator’s left hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
168_27925_arrow_lt.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
168_27925_arrow_lt.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
168_27925_arrow_rt.jpg,"Which tool, operated by the operator’s right hand, is indicated by the red arrow?",clipper,clipper,Arrow_Cue,Instrument
168_27925_arrow_rt.jpg,What action is the clipper indicated by the red arrow performing?,clip,clip,Arrow_Cue,Action
168_27925_arrow_rt.jpg,Which anatomical structure is the clipper indicated by the red arrow interacting with?,cystic_artery,cystic_duct,Arrow_Cue,Target
168_27925_arrow_rt.jpg,Which anatomical structure lies immediately above of the structure that the clipper indicated by the red arrow is acting on?,cystic_plate,cystic_artery,Arrow_Cue,anatomy_hop
168_27925_arrow_rt.jpg,Which anatomical structure lies immediately below of the structure that the clipper indicated by the red arrow is acting on?,cystic_duct,cystic_duct,Arrow_Cue,anatomy_hop
169_10175_arrow_lt.jpg,"Which tool, operated by the operator’s left hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
169_10175_arrow_lt.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
169_10175_arrow_lt.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
169_10175_arrow_lt.jpg,Which anatomical structure lies immediately below of the structure that the grasper indicated by the red arrow is acting on?,cystic_artery,cystic_duct,Arrow_Cue,anatomy_hop
169_10175_arrow_lt.jpg,Which anatomical structure lies immediately below of the structure that the grasper indicated by the red arrow is acting on?,cystic_duct,cystic_duct,Arrow_Cue,anatomy_hop
169_10175_arrow_rt.jpg,"Which tool, operated by the operator’s right hand, is indicated by the red arrow?",hook,hook,Arrow_Cue,Instrument
169_10175_arrow_rt.jpg,What action is the hook indicated by the red arrow performing?,dissect,dissect,Arrow_Cue,Action
169_10175_arrow_rt.jpg,Which anatomical structure is the hook indicated by the red arrow interacting with?,cystic_plate,cystic_duct,Arrow_Cue,Target
169_10925_arrow_lt.jpg,"Which tool, operated by the operator’s left hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
169_10925_arrow_lt.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
169_10925_arrow_lt.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
169_10925_arrow_lt.jpg,Which anatomical structure lies immediately right of the structure that the grasper indicated by the red arrow is acting on?,cystic_artery,cystic_plate,Arrow_Cue,anatomy_hop
169_10925_arrow_lt.jpg,Which anatomical structure lies immediately below of the structure that the grasper indicated by the red arrow is acting on?,cystic_duct,cystic_duct,Arrow_Cue,anatomy_hop
169_10925_arrow_rt.jpg,"Which tool, operated by the operator’s right hand, is indicated by the red arrow?",irrigator,clipper,Arrow_Cue,Instrument
169_10925_arrow_rt.jpg,What action is the irrigator indicated by the red arrow performing?,dissect,clip,Arrow_Cue,Action
169_10925_arrow_rt.jpg,Which anatomical structure is the irrigator indicated by the red arrow interacting with?,cystic_artery,cystic_artery,Arrow_Cue,Target
169_10925_arrow_rt.jpg,Which anatomical structure lies immediately left of the structure that the irrigator indicated by the red arrow is acting on?,cystic_duct,gallbladder,Arrow_Cue,anatomy_hop
169_10925_arrow_rt.jpg,Which anatomical structure lies immediately left of the structure that the irrigator indicated by the red arrow is acting on?,gallbladder,gallbladder,Arrow_Cue,anatomy_hop
169_11675_arrow_lt.jpg,"Which tool, operated by the operator’s left hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
169_11675_arrow_lt.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
169_11675_arrow_lt.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
169_11675_arrow_lt.jpg,Which anatomical structure lies immediately below of the structure that the grasper indicated by the red arrow is acting on?,cystic_duct,cystic_duct,Arrow_Cue,anatomy_hop
169_11675_arrow_rt.jpg,"Which tool, operated by the operator’s right hand, is indicated by the red arrow?",clipper,clipper,Arrow_Cue,Instrument
169_11675_arrow_rt.jpg,What action is the clipper indicated by the red arrow performing?,clip,clip,Arrow_Cue,Action
169_11675_arrow_rt.jpg,Which anatomical structure is the clipper indicated by the red arrow interacting with?,cystic_artery,cystic_duct,Arrow_Cue,Target
169_11675_arrow_rt.jpg,Which anatomical structure lies immediately below of the structure that the clipper indicated by the red arrow is acting on?,cystic_duct,cystic_duct,Arrow_Cue,anatomy_hop
169_4175_arrow_lt.jpg,"Which tool, operated by the operator’s left hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
169_4175_arrow_lt.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
169_4175_arrow_lt.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
169_4175_arrow_lt.jpg,Which anatomical structure lies immediately below of the structure that the grasper indicated by the red arrow is acting on?,cystic_artery,cystic_duct,Arrow_Cue,anatomy_hop
169_4175_arrow_lt.jpg,Which anatomical structure lies immediately below of the structure that the grasper indicated by the red arrow is acting on?,cystic_duct,cystic_duct,Arrow_Cue,anatomy_hop
169_4175_arrow_rt.jpg,"Which tool, operated by the operator’s right hand, is indicated by the red arrow?",hook,hook,Arrow_Cue,Instrument
169_4175_arrow_rt.jpg,What action is the hook indicated by the red arrow performing?,dissect,dissect,Arrow_Cue,Action
169_4175_arrow_rt.jpg,Which anatomical structure is the hook indicated by the red arrow interacting with?,cystic_plate,cystic_duct,Arrow_Cue,Target
169_4925_arrow_lt.jpg,"Which tool, operated by the operator’s left hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
169_4925_arrow_lt.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
169_4925_arrow_lt.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
169_4925_arrow_lt.jpg,Which anatomical structure lies immediately below of the structure that the grasper indicated by the red arrow is acting on?,cystic_artery,cystic_duct,Arrow_Cue,anatomy_hop
169_4925_arrow_lt.jpg,Which anatomical structure lies immediately below of the structure that the grasper indicated by the red arrow is acting on?,cystic_duct,cystic_duct,Arrow_Cue,anatomy_hop
169_4925_arrow_rt.jpg,"Which tool, operated by the operator’s right hand, is indicated by the red arrow?",hook,hook,Arrow_Cue,Instrument
169_4925_arrow_rt.jpg,What action is the hook indicated by the red arrow performing?,dissect,dissect,Arrow_Cue,Action
169_4925_arrow_rt.jpg,Which anatomical structure is the hook indicated by the red arrow interacting with?,cystic_duct,cystic_duct,Arrow_Cue,Target
169_4925_arrow_rt.jpg,Which anatomical structure lies immediately right of the structure that the hook indicated by the red arrow is acting on?,cystic_artery,cystic_plate,Arrow_Cue,anatomy_hop
169_4925_arrow_rt.jpg,Which anatomical structure lies immediately above of the structure that the hook indicated by the red arrow is acting on?,gallbladder,gallbladder,Arrow_Cue,anatomy_hop
169_5675_arrow_lt.jpg,"Which tool, operated by the operator’s left hand, is indicated by the red arrow?",grasper,grasper,Arrow_Cue,Instrument
169_5675_arrow_lt.jpg,What action is the grasper indicated by the red arrow performing?,retract,retract,Arrow_Cue,Action
169_5675_arrow_lt.jpg,Which anatomical structure is the grasper indicated by the red arrow interacting with?,gallbladder,gallbladder,Arrow_Cue,Target
169_5675_arrow_lt.jpg,Which anatomical structure lies immediately left of the structure that the grasper indicated by the red arrow is acting on?,cystic_plate,gallbladder,Arrow_Cue,anatomy_hop
169_5675_arrow_lt.jpg,Which anatomical structure lies immediately right of the structure that the grasper indicated by the red arrow is acting on?,cystic_duct,cystic_duct,Arrow_Cue,anatomy_hop
169_5675_arrow_rt.jpg,"Which tool, operated by the operator’s right hand, is indicated by the red arrow?",hook,hook,Arrow_Cue,Instrument
169_5675_arrow_rt.jpg,What action is the hook indicated by the red arrow performing?,dissect,dissect,Arrow_Cue,Action
169_5675_arrow_rt.jpg,Which anatomical structure is the hook indicated by the red arrow interacting with?,cystic_duct,cystic_duct,Arrow_Cue,Target
169_5675_arrow_rt.jpg,Which anatomical structure lies immediately left of the structure that the hook indicated by the red arrow is acting on?,cystic_plate,cystic_plate,Arrow_Cue,anatomy_hop
